TransData v2.3
Copyright (c) 2001-2011 by George Moromisato. All Rights Reserved.

Loading...done.
pass 1...
pass 2...
pass 3...
pass 4...
pass 5...
pass 6...
pass 7...
pass 8...
pass 9...
pass 10...
LABEL STATISTICS

Total labels: 300.00
PerseusArm,droughtEnv,primordialEco,JaxRace: 0.80 (0.26%)
PerseusArm,droughtEnv,primordialEco,JaxRace,level11: 0.50 (0.16%)
PerseusArm,droughtEnv,primordialEco,JaxRace,level12: 0.10 (0.03%)
PerseusArm,droughtEnv,primordialEco,JaxRace,level13: 0.20 (0.06%)
PerseusArm,droughtEnv,primordialEco,level11: 0.80 (0.26%)
PerseusArm,droughtEnv,primordialEco,level12: 0.40 (0.13%)
PerseusArm,droughtEnv,primordialEco,level13: 0.20 (0.06%)
PerseusArm,droughtEnv,primordialEco,ReenuRace: 0.50 (0.16%)
PerseusArm,droughtEnv,primordialEco,ReenuRace,level11: 0.10 (0.03%)
PerseusArm,droughtEnv,primordialEco,ReenuRace,level12: 0.20 (0.06%)
PerseusArm,droughtEnv,primordialEco,TesiphonRace: 0.50 (0.16%)
PerseusArm,droughtEnv,primordialEco,TesiphonRace,GromeRace: 0.10 (0.03%)
PerseusArm,droughtEnv,primordialEco,TesiphonRace,JaxRace: 0.30 (0.10%)
PerseusArm,droughtEnv,primordialEco,TesiphonRace,JaxRace,level11: 0.20 (0.06%)
PerseusArm,droughtEnv,primordialEco,TesiphonRace,JaxRace,level12: 0.10 (0.03%)
PerseusArm,droughtEnv,primordialEco,TesiphonRace,level11: 0.20 (0.06%)
PerseusArm,droughtEnv,primordialEco,TesiphonRace,level12: 0.10 (0.03%)
PerseusArm,droughtEnv,primordialEco,TesiphonRace,ReenuRace: 0.10 (0.03%)
PerseusArm,droughtEnv,primordialEco,TorQuanRace: 0.50 (0.16%)
PerseusArm,droughtEnv,primordialEco,TorQuanRace,GromeRace: 0.30 (0.10%)
PerseusArm,droughtEnv,primordialEco,TorQuanRace,GromeRace,level11: 0.20 (0.06%)
PerseusArm,droughtEnv,primordialEco,TorQuanRace,GromeRace,level12: 0.10 (0.03%)
PerseusArm,droughtEnv,primordialEco,TorQuanRace,JaxRace: 0.10 (0.03%)
PerseusArm,droughtEnv,primordialEco,TorQuanRace,JaxRace,level11: 0.10 (0.03%)
PerseusArm,droughtEnv,primordialEco,TorQuanRace,level11: 0.40 (0.13%)
PerseusArm,droughtEnv,primordialEco,TorQuanRace,level12: 0.10 (0.03%)
PerseusArm,droughtEnv,primordialEco,TorQuanRace,ReenuRace: 0.10 (0.03%)
PerseusArm,droughtEnv,primordialEco,TorQuanRace,ReenuRace,level11: 0.10 (0.03%)
PerseusArm,droughtEnv,ReenuRace: 7.90 (2.63%)
PerseusArm,droughtEnv,ReenuRace,level11: 2.60 (0.86%)
PerseusArm,droughtEnv,ReenuRace,level12: 2.40 (0.80%)
PerseusArm,droughtEnv,ReenuRace,level13: 1.10 (0.36%)
PerseusArm,droughtEnv,ReenuRace,level14: 0.40 (0.13%)
PerseusArm,droughtEnv,ReenuRace,level15: 0.10 (0.03%)
PerseusArm,droughtEnv,TesiphonRace: 2.20 (0.73%)
PerseusArm,droughtEnv,TesiphonRace,GromeRace: 0.90 (0.30%)
PerseusArm,droughtEnv,TesiphonRace,GromeRace,level11: 0.50 (0.16%)
PerseusArm,droughtEnv,TesiphonRace,GromeRace,level12: 0.10 (0.03%)
PerseusArm,droughtEnv,TesiphonRace,GromeRace,level13: 0.10 (0.03%)
PerseusArm,droughtEnv,TesiphonRace,JaxRace: 0.50 (0.16%)
PerseusArm,droughtEnv,TesiphonRace,JaxRace,level11: 0.20 (0.06%)
PerseusArm,droughtEnv,TesiphonRace,JaxRace,level12: 0.10 (0.03%)
PerseusArm,droughtEnv,TesiphonRace,level11: 1.10 (0.36%)
PerseusArm,droughtEnv,TesiphonRace,level12: 0.20 (0.06%)
PerseusArm,droughtEnv,TesiphonRace,level13: 0.30 (0.10%)
PerseusArm,droughtEnv,TesiphonRace,ReenuRace: 0.80 (0.26%)
PerseusArm,droughtEnv,TesiphonRace,ReenuRace,level11: 0.40 (0.13%)
PerseusArm,droughtEnv,TesiphonRace,ReenuRace,level13: 0.20 (0.06%)
PerseusArm,droughtEnv,TorQuanRace: 4.70 (1.56%)
PerseusArm,droughtEnv,TorQuanRace,GromeRace: 2.10 (0.70%)
PerseusArm,droughtEnv,TorQuanRace,GromeRace,level11: 0.70 (0.23%)
PerseusArm,droughtEnv,TorQuanRace,GromeRace,level12: 1.10 (0.36%)
PerseusArm,droughtEnv,TorQuanRace,GromeRace,level13: 0.10 (0.03%)
PerseusArm,droughtEnv,TorQuanRace,JaxRace: 0.70 (0.23%)
PerseusArm,droughtEnv,TorQuanRace,JaxRace,level11: 0.40 (0.13%)
PerseusArm,droughtEnv,TorQuanRace,JaxRace,level12: 0.20 (0.06%)
PerseusArm,droughtEnv,TorQuanRace,JaxRace,level13: 0.10 (0.03%)
PerseusArm,droughtEnv,TorQuanRace,level11: 1.90 (0.63%)
PerseusArm,droughtEnv,TorQuanRace,level12: 2.00 (0.66%)
PerseusArm,droughtEnv,TorQuanRace,level13: 0.20 (0.06%)
PerseusArm,droughtEnv,TorQuanRace,ReenuRace: 1.90 (0.63%)
PerseusArm,droughtEnv,TorQuanRace,ReenuRace,level11: 0.80 (0.26%)
PerseusArm,droughtEnv,TorQuanRace,ReenuRace,level12: 0.70 (0.23%)
PerseusArm,EfreetRace: 37.00 (12.33%)
PerseusArm,EfreetRace,GromeRace: 11.50 (3.83%)
PerseusArm,EfreetRace,GromeRace,level11: 3.80 (1.26%)
PerseusArm,EfreetRace,GromeRace,level12: 5.20 (1.73%)
PerseusArm,EfreetRace,GromeRace,level13: 1.90 (0.63%)
PerseusArm,EfreetRace,GromeRace,level14: 0.30 (0.10%)
PerseusArm,EfreetRace,JaxRace: 11.70 (3.90%)
PerseusArm,EfreetRace,JaxRace,level11: 4.60 (1.53%)
PerseusArm,EfreetRace,JaxRace,level12: 3.40 (1.13%)
PerseusArm,EfreetRace,JaxRace,level13: 1.50 (0.50%)
PerseusArm,EfreetRace,JaxRace,level14: 1.20 (0.40%)
PerseusArm,EfreetRace,JaxRace,level15: 0.20 (0.06%)
PerseusArm,EfreetRace,level11: 12.20 (4.06%)
PerseusArm,EfreetRace,level12: 13.90 (4.63%)
PerseusArm,EfreetRace,level13: 6.20 (2.06%)
PerseusArm,EfreetRace,level14: 2.30 (0.76%)
PerseusArm,EfreetRace,level15: 0.40 (0.13%)
PerseusArm,EfreetRace,ReenuRace: 12.50 (4.16%)
PerseusArm,EfreetRace,ReenuRace,level11: 3.60 (1.20%)
PerseusArm,EfreetRace,ReenuRace,level12: 4.40 (1.46%)
PerseusArm,EfreetRace,ReenuRace,level13: 2.70 (0.90%)
PerseusArm,EfreetRace,ReenuRace,level14: 0.70 (0.23%)
PerseusArm,EfreetRace,ReenuRace,level15: 0.20 (0.06%)
PerseusArm,ErebienRace: 47.80 (15.93%)
PerseusArm,ErebienRace,GromeRace: 13.40 (4.46%)
PerseusArm,ErebienRace,GromeRace,level11: 4.30 (1.43%)
PerseusArm,ErebienRace,GromeRace,level12: 5.30 (1.76%)
PerseusArm,ErebienRace,GromeRace,level13: 2.10 (0.70%)
PerseusArm,ErebienRace,GromeRace,level14: 0.80 (0.26%)
PerseusArm,ErebienRace,GromeRace,level15: 0.10 (0.03%)
PerseusArm,ErebienRace,JaxRace: 16.70 (5.56%)
PerseusArm,ErebienRace,JaxRace,level11: 5.70 (1.90%)
PerseusArm,ErebienRace,JaxRace,level12: 5.90 (1.96%)
PerseusArm,ErebienRace,JaxRace,level13: 2.70 (0.90%)
PerseusArm,ErebienRace,JaxRace,level14: 1.10 (0.36%)
PerseusArm,ErebienRace,level11: 14.70 (4.90%)
PerseusArm,ErebienRace,level12: 17.20 (5.73%)
PerseusArm,ErebienRace,level13: 9.60 (3.20%)
PerseusArm,ErebienRace,level14: 3.70 (1.23%)
PerseusArm,ErebienRace,level15: 0.10 (0.03%)
PerseusArm,ErebienRace,ReenuRace: 16.50 (5.50%)
PerseusArm,ErebienRace,ReenuRace,level11: 4.50 (1.50%)
PerseusArm,ErebienRace,ReenuRace,level12: 5.70 (1.90%)
PerseusArm,ErebienRace,ReenuRace,level13: 4.50 (1.50%)
PerseusArm,ErebienRace,ReenuRace,level14: 1.50 (0.50%)
PerseusArm,GromeRace: 47.80 (15.93%)
PerseusArm,GromeRace,level11: 16.50 (5.50%)
PerseusArm,GromeRace,level12: 16.80 (5.60%)
PerseusArm,GromeRace,level13: 7.50 (2.50%)
PerseusArm,GromeRace,level14: 1.80 (0.60%)
PerseusArm,GromeRace,level15: 0.30 (0.10%)
PerseusArm,hydroidEco: 24.80 (8.26%)
PerseusArm,hydroidEco,EfreetRace: 6.70 (2.23%)
PerseusArm,hydroidEco,EfreetRace,GromeRace: 1.50 (0.50%)
PerseusArm,hydroidEco,EfreetRace,GromeRace,level11: 0.40 (0.13%)
PerseusArm,hydroidEco,EfreetRace,GromeRace,level12: 0.70 (0.23%)
PerseusArm,hydroidEco,EfreetRace,GromeRace,level13: 0.30 (0.10%)
PerseusArm,hydroidEco,EfreetRace,JaxRace: 1.70 (0.56%)
PerseusArm,hydroidEco,EfreetRace,JaxRace,level11: 0.40 (0.13%)
PerseusArm,hydroidEco,EfreetRace,JaxRace,level12: 0.70 (0.23%)
PerseusArm,hydroidEco,EfreetRace,JaxRace,level13: 0.30 (0.10%)
PerseusArm,hydroidEco,EfreetRace,JaxRace,level14: 0.10 (0.03%)
PerseusArm,hydroidEco,EfreetRace,JaxRace,level15: 0.20 (0.06%)
PerseusArm,hydroidEco,EfreetRace,level11: 2.40 (0.80%)
PerseusArm,hydroidEco,EfreetRace,level12: 2.70 (0.90%)
PerseusArm,hydroidEco,EfreetRace,level13: 1.00 (0.33%)
PerseusArm,hydroidEco,EfreetRace,level14: 0.10 (0.03%)
PerseusArm,hydroidEco,EfreetRace,level15: 0.20 (0.06%)
PerseusArm,hydroidEco,EfreetRace,ReenuRace: 3.00 (1.00%)
PerseusArm,hydroidEco,EfreetRace,ReenuRace,level11: 1.50 (0.50%)
PerseusArm,hydroidEco,EfreetRace,ReenuRace,level12: 0.90 (0.30%)
PerseusArm,hydroidEco,EfreetRace,ReenuRace,level13: 0.40 (0.13%)
PerseusArm,hydroidEco,ErebienRace: 7.60 (2.53%)
PerseusArm,hydroidEco,ErebienRace,GromeRace: 1.30 (0.43%)
PerseusArm,hydroidEco,ErebienRace,GromeRace,level11: 0.60 (0.20%)
PerseusArm,hydroidEco,ErebienRace,GromeRace,level12: 0.20 (0.06%)
PerseusArm,hydroidEco,ErebienRace,GromeRace,level13: 0.30 (0.10%)
PerseusArm,hydroidEco,ErebienRace,GromeRace,level15: 0.10 (0.03%)
PerseusArm,hydroidEco,ErebienRace,JaxRace: 2.80 (0.93%)
PerseusArm,hydroidEco,ErebienRace,JaxRace,level11: 1.00 (0.33%)
PerseusArm,hydroidEco,ErebienRace,JaxRace,level12: 0.90 (0.30%)
PerseusArm,hydroidEco,ErebienRace,JaxRace,level13: 0.60 (0.20%)
PerseusArm,hydroidEco,ErebienRace,JaxRace,level14: 0.10 (0.03%)
PerseusArm,hydroidEco,ErebienRace,level11: 2.80 (0.93%)
PerseusArm,hydroidEco,ErebienRace,level12: 2.40 (0.80%)
PerseusArm,hydroidEco,ErebienRace,level13: 1.70 (0.56%)
PerseusArm,hydroidEco,ErebienRace,level14: 0.30 (0.10%)
PerseusArm,hydroidEco,ErebienRace,level15: 0.10 (0.03%)
PerseusArm,hydroidEco,ErebienRace,ReenuRace: 3.30 (1.10%)
PerseusArm,hydroidEco,ErebienRace,ReenuRace,level11: 1.00 (0.33%)
PerseusArm,hydroidEco,ErebienRace,ReenuRace,level12: 1.30 (0.43%)
PerseusArm,hydroidEco,ErebienRace,ReenuRace,level13: 0.80 (0.26%)
PerseusArm,hydroidEco,ErebienRace,ReenuRace,level14: 0.20 (0.06%)
PerseusArm,hydroidEco,GromeRace: 6.30 (2.10%)
PerseusArm,hydroidEco,GromeRace,level11: 2.40 (0.80%)
PerseusArm,hydroidEco,GromeRace,level12: 1.60 (0.53%)
PerseusArm,hydroidEco,GromeRace,level13: 0.70 (0.23%)
PerseusArm,hydroidEco,GromeRace,level14: 0.10 (0.03%)
PerseusArm,hydroidEco,GromeRace,level15: 0.20 (0.06%)
PerseusArm,hydroidEco,JaxRace: 8.50 (2.83%)
PerseusArm,hydroidEco,JaxRace,level11: 3.20 (1.06%)
PerseusArm,hydroidEco,JaxRace,level12: 2.60 (0.86%)
PerseusArm,hydroidEco,JaxRace,level13: 1.30 (0.43%)
PerseusArm,hydroidEco,JaxRace,level14: 0.40 (0.13%)
PerseusArm,hydroidEco,JaxRace,level15: 0.20 (0.06%)
PerseusArm,hydroidEco,level11: 9.70 (3.23%)
PerseusArm,hydroidEco,level12: 7.80 (2.60%)
PerseusArm,hydroidEco,level13: 3.20 (1.06%)
PerseusArm,hydroidEco,level14: 0.80 (0.26%)
PerseusArm,hydroidEco,level15: 0.40 (0.13%)
PerseusArm,hydroidEco,ReenuRace: 9.10 (3.03%)
PerseusArm,hydroidEco,ReenuRace,level11: 3.70 (1.23%)
PerseusArm,hydroidEco,ReenuRace,level12: 3.20 (1.06%)
PerseusArm,hydroidEco,ReenuRace,level13: 1.20 (0.40%)
PerseusArm,hydroidEco,ReenuRace,level14: 0.20 (0.06%)
PerseusArm,hydroidEco,TesiphonRace: 2.90 (0.96%)
PerseusArm,hydroidEco,TesiphonRace,GromeRace: 0.70 (0.23%)
PerseusArm,hydroidEco,TesiphonRace,GromeRace,level11: 0.50 (0.16%)
PerseusArm,hydroidEco,TesiphonRace,JaxRace: 1.00 (0.33%)
PerseusArm,hydroidEco,TesiphonRace,JaxRace,level11: 0.70 (0.23%)
PerseusArm,hydroidEco,TesiphonRace,level11: 1.70 (0.56%)
PerseusArm,hydroidEco,TesiphonRace,level12: 0.20 (0.06%)
PerseusArm,hydroidEco,TesiphonRace,ReenuRace: 1.20 (0.40%)
PerseusArm,hydroidEco,TesiphonRace,ReenuRace,level11: 0.50 (0.16%)
PerseusArm,hydroidEco,TesiphonRace,ReenuRace,level12: 0.20 (0.06%)
PerseusArm,hydroidEco,TorQuanRace: 7.60 (2.53%)
PerseusArm,hydroidEco,TorQuanRace,GromeRace: 2.80 (0.93%)
PerseusArm,hydroidEco,TorQuanRace,GromeRace,level11: 0.90 (0.30%)
PerseusArm,hydroidEco,TorQuanRace,GromeRace,level12: 0.70 (0.23%)
PerseusArm,hydroidEco,TorQuanRace,GromeRace,level13: 0.10 (0.03%)
PerseusArm,hydroidEco,TorQuanRace,GromeRace,level14: 0.10 (0.03%)
PerseusArm,hydroidEco,TorQuanRace,GromeRace,level15: 0.10 (0.03%)
PerseusArm,hydroidEco,TorQuanRace,JaxRace: 3.00 (1.00%)
PerseusArm,hydroidEco,TorQuanRace,JaxRace,level11: 1.10 (0.36%)
PerseusArm,hydroidEco,TorQuanRace,JaxRace,level12: 1.00 (0.33%)
PerseusArm,hydroidEco,TorQuanRace,JaxRace,level13: 0.40 (0.13%)
PerseusArm,hydroidEco,TorQuanRace,JaxRace,level14: 0.20 (0.06%)
PerseusArm,hydroidEco,TorQuanRace,level11: 2.80 (0.93%)
PerseusArm,hydroidEco,TorQuanRace,level12: 2.50 (0.83%)
PerseusArm,hydroidEco,TorQuanRace,level13: 0.50 (0.16%)
PerseusArm,hydroidEco,TorQuanRace,level14: 0.40 (0.13%)
PerseusArm,hydroidEco,TorQuanRace,level15: 0.10 (0.03%)
PerseusArm,hydroidEco,TorQuanRace,ReenuRace: 1.60 (0.53%)
PerseusArm,hydroidEco,TorQuanRace,ReenuRace,level11: 0.70 (0.23%)
PerseusArm,hydroidEco,TorQuanRace,ReenuRace,level12: 0.80 (0.26%)
PerseusArm,inorganicEnv: 19.90 (6.63%)
PerseusArm,inorganicEnv,asymorphEco: 7.40 (2.46%)
PerseusArm,inorganicEnv,asymorphEco,EfreetRace: 1.10 (0.36%)
PerseusArm,inorganicEnv,asymorphEco,EfreetRace,GromeRace: 0.20 (0.06%)
PerseusArm,inorganicEnv,asymorphEco,EfreetRace,GromeRace,level12: 0.10 (0.03%)
PerseusArm,inorganicEnv,asymorphEco,EfreetRace,GromeRace,level13: 0.10 (0.03%)
PerseusArm,inorganicEnv,asymorphEco,EfreetRace,JaxRace: 0.40 (0.13%)
PerseusArm,inorganicEnv,asymorphEco,EfreetRace,JaxRace,level11: 0.10 (0.03%)
PerseusArm,inorganicEnv,asymorphEco,EfreetRace,JaxRace,level12: 0.30 (0.10%)
PerseusArm,inorganicEnv,asymorphEco,EfreetRace,level11: 0.40 (0.13%)
PerseusArm,inorganicEnv,asymorphEco,EfreetRace,level12: 0.60 (0.20%)
PerseusArm,inorganicEnv,asymorphEco,EfreetRace,level13: 0.10 (0.03%)
PerseusArm,inorganicEnv,asymorphEco,EfreetRace,ReenuRace: 0.50 (0.16%)
PerseusArm,inorganicEnv,asymorphEco,EfreetRace,ReenuRace,level11: 0.30 (0.10%)
PerseusArm,inorganicEnv,asymorphEco,EfreetRace,ReenuRace,level12: 0.20 (0.06%)
PerseusArm,inorganicEnv,asymorphEco,ErebienRace: 3.30 (1.10%)
PerseusArm,inorganicEnv,asymorphEco,ErebienRace,GromeRace: 1.80 (0.60%)
PerseusArm,inorganicEnv,asymorphEco,ErebienRace,GromeRace,level11: 0.70 (0.23%)
PerseusArm,inorganicEnv,asymorphEco,ErebienRace,GromeRace,level12: 0.30 (0.10%)
PerseusArm,inorganicEnv,asymorphEco,ErebienRace,GromeRace,level13: 0.10 (0.03%)
PerseusArm,inorganicEnv,asymorphEco,ErebienRace,GromeRace,level14: 0.10 (0.03%)
PerseusArm,inorganicEnv,asymorphEco,ErebienRace,JaxRace: 0.60 (0.20%)
PerseusArm,inorganicEnv,asymorphEco,ErebienRace,JaxRace,level11: 0.40 (0.13%)
PerseusArm,inorganicEnv,asymorphEco,ErebienRace,JaxRace,level12: 0.20 (0.06%)
PerseusArm,inorganicEnv,asymorphEco,ErebienRace,level11: 1.10 (0.36%)
PerseusArm,inorganicEnv,asymorphEco,ErebienRace,level12: 0.60 (0.20%)
PerseusArm,inorganicEnv,asymorphEco,ErebienRace,level13: 0.70 (0.23%)
PerseusArm,inorganicEnv,asymorphEco,ErebienRace,level14: 0.30 (0.10%)
PerseusArm,inorganicEnv,asymorphEco,ErebienRace,ReenuRace: 0.90 (0.30%)
PerseusArm,inorganicEnv,asymorphEco,ErebienRace,ReenuRace,level12: 0.10 (0.03%)
PerseusArm,inorganicEnv,asymorphEco,ErebienRace,ReenuRace,level13: 0.60 (0.20%)
PerseusArm,inorganicEnv,asymorphEco,ErebienRace,ReenuRace,level14: 0.20 (0.06%)
PerseusArm,inorganicEnv,asymorphEco,GromeRace: 3.00 (1.00%)
PerseusArm,inorganicEnv,asymorphEco,GromeRace,level11: 1.10 (0.36%)
PerseusArm,inorganicEnv,asymorphEco,GromeRace,level12: 0.60 (0.20%)
PerseusArm,inorganicEnv,asymorphEco,GromeRace,level13: 0.50 (0.16%)
PerseusArm,inorganicEnv,asymorphEco,GromeRace,level14: 0.10 (0.03%)
PerseusArm,inorganicEnv,asymorphEco,JaxRace: 2.60 (0.86%)
PerseusArm,inorganicEnv,asymorphEco,JaxRace,level11: 1.30 (0.43%)
PerseusArm,inorganicEnv,asymorphEco,JaxRace,level12: 0.70 (0.23%)
PerseusArm,inorganicEnv,asymorphEco,level11: 2.90 (0.96%)
PerseusArm,inorganicEnv,asymorphEco,level12: 1.70 (0.56%)
PerseusArm,inorganicEnv,asymorphEco,level13: 1.10 (0.36%)
PerseusArm,inorganicEnv,asymorphEco,level14: 0.30 (0.10%)
PerseusArm,inorganicEnv,asymorphEco,ReenuRace: 1.80 (0.60%)
PerseusArm,inorganicEnv,asymorphEco,ReenuRace,level11: 0.50 (0.16%)
PerseusArm,inorganicEnv,asymorphEco,ReenuRace,level12: 0.40 (0.13%)
PerseusArm,inorganicEnv,asymorphEco,ReenuRace,level13: 0.60 (0.20%)
PerseusArm,inorganicEnv,asymorphEco,ReenuRace,level14: 0.20 (0.06%)
PerseusArm,inorganicEnv,asymorphEco,TesiphonRace: 1.20 (0.40%)
PerseusArm,inorganicEnv,asymorphEco,TesiphonRace,GromeRace: 0.20 (0.06%)
PerseusArm,inorganicEnv,asymorphEco,TesiphonRace,GromeRace,level11: 0.10 (0.03%)
PerseusArm,inorganicEnv,asymorphEco,TesiphonRace,GromeRace,level13: 0.10 (0.03%)
PerseusArm,inorganicEnv,asymorphEco,TesiphonRace,JaxRace: 0.80 (0.26%)
PerseusArm,inorganicEnv,asymorphEco,TesiphonRace,JaxRace,level11: 0.30 (0.10%)
PerseusArm,inorganicEnv,asymorphEco,TesiphonRace,JaxRace,level12: 0.10 (0.03%)
PerseusArm,inorganicEnv,asymorphEco,TesiphonRace,level11: 0.40 (0.13%)
PerseusArm,inorganicEnv,asymorphEco,TesiphonRace,level12: 0.20 (0.06%)
PerseusArm,inorganicEnv,asymorphEco,TesiphonRace,level13: 0.10 (0.03%)
PerseusArm,inorganicEnv,asymorphEco,TesiphonRace,ReenuRace: 0.20 (0.06%)
PerseusArm,inorganicEnv,asymorphEco,TesiphonRace,ReenuRace,level12: 0.10 (0.03%)
PerseusArm,inorganicEnv,asymorphEco,TorQuanRace: 1.80 (0.60%)
PerseusArm,inorganicEnv,asymorphEco,TorQuanRace,GromeRace: 0.80 (0.26%)
PerseusArm,inorganicEnv,asymorphEco,TorQuanRace,GromeRace,level11: 0.30 (0.10%)
PerseusArm,inorganicEnv,asymorphEco,TorQuanRace,GromeRace,level12: 0.20 (0.06%)
PerseusArm,inorganicEnv,asymorphEco,TorQuanRace,GromeRace,level13: 0.20 (0.06%)
PerseusArm,inorganicEnv,asymorphEco,TorQuanRace,JaxRace: 0.80 (0.26%)
PerseusArm,inorganicEnv,asymorphEco,TorQuanRace,JaxRace,level11: 0.50 (0.16%)
PerseusArm,inorganicEnv,asymorphEco,TorQuanRace,JaxRace,level12: 0.10 (0.03%)
PerseusArm,inorganicEnv,asymorphEco,TorQuanRace,level11: 1.00 (0.33%)
PerseusArm,inorganicEnv,asymorphEco,TorQuanRace,level12: 0.30 (0.10%)
PerseusArm,inorganicEnv,asymorphEco,TorQuanRace,level13: 0.20 (0.06%)
PerseusArm,inorganicEnv,asymorphEco,TorQuanRace,ReenuRace: 0.20 (0.06%)
PerseusArm,inorganicEnv,asymorphEco,TorQuanRace,ReenuRace,level11: 0.20 (0.06%)
PerseusArm,inorganicEnv,chitometallicEco: 4.60 (1.53%)
PerseusArm,inorganicEnv,chitometallicEco,EfreetRace: 0.90 (0.30%)
PerseusArm,inorganicEnv,chitometallicEco,EfreetRace,GromeRace: 0.30 (0.10%)
PerseusArm,inorganicEnv,chitometallicEco,EfreetRace,GromeRace,level12: 0.30 (0.10%)
PerseusArm,inorganicEnv,chitometallicEco,EfreetRace,JaxRace: 0.40 (0.13%)
PerseusArm,inorganicEnv,chitometallicEco,EfreetRace,JaxRace,level11: 0.40 (0.13%)
PerseusArm,inorganicEnv,chitometallicEco,EfreetRace,level11: 0.40 (0.13%)
PerseusArm,inorganicEnv,chitometallicEco,EfreetRace,level12: 0.30 (0.10%)
PerseusArm,inorganicEnv,chitometallicEco,EfreetRace,level13: 0.20 (0.06%)
PerseusArm,inorganicEnv,chitometallicEco,EfreetRace,ReenuRace: 0.20 (0.06%)
PerseusArm,inorganicEnv,chitometallicEco,EfreetRace,ReenuRace,level13: 0.20 (0.06%)
PerseusArm,inorganicEnv,chitometallicEco,ErebienRace: 1.60 (0.53%)
PerseusArm,inorganicEnv,chitometallicEco,ErebienRace,GromeRace: 0.30 (0.10%)
PerseusArm,inorganicEnv,chitometallicEco,ErebienRace,GromeRace,level11: 0.10 (0.03%)
PerseusArm,inorganicEnv,chitometallicEco,ErebienRace,GromeRace,level12: 0.10 (0.03%)
PerseusArm,inorganicEnv,chitometallicEco,ErebienRace,GromeRace,level13: 0.10 (0.03%)
PerseusArm,inorganicEnv,chitometallicEco,ErebienRace,JaxRace: 0.40 (0.13%)
PerseusArm,inorganicEnv,chitometallicEco,ErebienRace,JaxRace,level11: 0.10 (0.03%)
PerseusArm,inorganicEnv,chitometallicEco,ErebienRace,JaxRace,level12: 0.10 (0.03%)
PerseusArm,inorganicEnv,chitometallicEco,ErebienRace,level11: 0.30 (0.10%)
PerseusArm,inorganicEnv,chitometallicEco,ErebienRace,level12: 0.70 (0.23%)
PerseusArm,inorganicEnv,chitometallicEco,ErebienRace,level13: 0.40 (0.13%)
PerseusArm,inorganicEnv,chitometallicEco,ErebienRace,ReenuRace: 0.90 (0.30%)
PerseusArm,inorganicEnv,chitometallicEco,ErebienRace,ReenuRace,level11: 0.10 (0.03%)
PerseusArm,inorganicEnv,chitometallicEco,ErebienRace,ReenuRace,level12: 0.50 (0.16%)
PerseusArm,inorganicEnv,chitometallicEco,ErebienRace,ReenuRace,level13: 0.30 (0.10%)
PerseusArm,inorganicEnv,chitometallicEco,GromeRace: 2.00 (0.66%)
PerseusArm,inorganicEnv,chitometallicEco,GromeRace,level11: 0.40 (0.13%)
PerseusArm,inorganicEnv,chitometallicEco,GromeRace,level12: 0.60 (0.20%)
PerseusArm,inorganicEnv,chitometallicEco,GromeRace,level13: 0.70 (0.23%)
PerseusArm,inorganicEnv,chitometallicEco,GromeRace,level14: 0.10 (0.03%)
PerseusArm,inorganicEnv,chitometallicEco,JaxRace: 1.40 (0.46%)
PerseusArm,inorganicEnv,chitometallicEco,JaxRace,level11: 0.80 (0.26%)
PerseusArm,inorganicEnv,chitometallicEco,JaxRace,level12: 0.40 (0.13%)
PerseusArm,inorganicEnv,chitometallicEco,level11: 1.30 (0.43%)
PerseusArm,inorganicEnv,chitometallicEco,level12: 1.60 (0.53%)
PerseusArm,inorganicEnv,chitometallicEco,level13: 1.20 (0.40%)
PerseusArm,inorganicEnv,chitometallicEco,level14: 0.10 (0.03%)
PerseusArm,inorganicEnv,chitometallicEco,ReenuRace: 1.20 (0.40%)
PerseusArm,inorganicEnv,chitometallicEco,ReenuRace,level11: 0.10 (0.03%)
PerseusArm,inorganicEnv,chitometallicEco,ReenuRace,level12: 0.60 (0.20%)
PerseusArm,inorganicEnv,chitometallicEco,ReenuRace,level13: 0.50 (0.16%)
PerseusArm,inorganicEnv,chitometallicEco,TesiphonRace: 0.20 (0.06%)
PerseusArm,inorganicEnv,chitometallicEco,TesiphonRace,JaxRace: 0.20 (0.06%)
PerseusArm,inorganicEnv,chitometallicEco,TesiphonRace,JaxRace,level11: 0.10 (0.03%)
PerseusArm,inorganicEnv,chitometallicEco,TesiphonRace,JaxRace,level12: 0.10 (0.03%)
PerseusArm,inorganicEnv,chitometallicEco,TesiphonRace,level11: 0.10 (0.03%)
PerseusArm,inorganicEnv,chitometallicEco,TesiphonRace,level12: 0.10 (0.03%)
PerseusArm,inorganicEnv,chitometallicEco,TorQuanRace: 1.90 (0.63%)
PerseusArm,inorganicEnv,chitometallicEco,TorQuanRace,GromeRace: 1.40 (0.46%)
PerseusArm,inorganicEnv,chitometallicEco,TorQuanRace,GromeRace,level11: 0.30 (0.10%)
PerseusArm,inorganicEnv,chitometallicEco,TorQuanRace,GromeRace,level12: 0.20 (0.06%)
PerseusArm,inorganicEnv,chitometallicEco,TorQuanRace,GromeRace,level13: 0.60 (0.20%)
PerseusArm,inorganicEnv,chitometallicEco,TorQuanRace,GromeRace,level14: 0.10 (0.03%)
PerseusArm,inorganicEnv,chitometallicEco,TorQuanRace,JaxRace: 0.40 (0.13%)
