Level	System	Item	Count
5	Kruger 60	dual particle beam weapon	0.04
5	Kruger 60	Dragonfly missile cartridge	6.58
5	Kruger 60	polyceramic armor	0.21
5	Kruger 60	Tevlar-composite armor	0.31
5	Kruger 60	small armor patch	0.13
5	Kruger 60	large armor patch	0.16
5	Kruger 60	400 Hexagene MAG	6.75
5	Kruger 60	600 Hexagene MAG	5.65
5	Kruger 60	800F Hexagene MAG	7.51
5	Kruger 60	3K Siege MAG	0.23
5	Kruger 60	dual turbolaser cannon	0.03
5	Kruger 60	EMP cannon	0.01
5	Kruger 60	cargo hold expansion	0.02
5	Kruger 60	advanced reactive armor	0.16
5	Kruger 60	hardened plasteel armor	0.21
5	Kruger 60	superconducting shield generator	0.01
5	Kruger 60	superconducting coil	9.33
5	Kruger 60	heavy recoilless cannon	0.02
5	Kruger 60	double titanium barricade	0.08
5	Kruger 60	grade B grains	0.12
5	Kruger 60	Stimuzine muscle-enhancers	0.02
5	Kruger 60	cask of Venusian Hellas rum	0.02
5	Kruger 60	frozen beef cylinders	0.01
5	Kruger 60	Charles River sparkling water	0.06
5	Kruger 60	grade A grains	0.29
5	Kruger 60	neolinen	0.05
5	Kruger 60	Martian Merlot	0.03
5	Kruger 60	frozen synthetic chicken	0.27
5	Kruger 60	Red Nebula beer	0.15
5	Kruger 60	Eridani mineral water	0.12
5	Kruger 60	photocotton	0.04
5	Kruger 60	Australian Chardonnay	0.08
5	Kruger 60	Europan Ice vodka	0.08
5	Kruger 60	frozen megathere meat	0.10
5	Kruger 60	neolinen business suit	0.05
5	Kruger 60	palladium ore	0.15
5	Kruger 60	Centauri rice	0.23
5	Kruger 60	Kobe spring water	0.15
5	Kruger 60	silk	0.05
5	Kruger 60	Bombay Sapphire gin	0.02
5	Kruger 60	California Cabernet Sauvignon	0.03
5	Kruger 60	Terran eggs	0.03
5	Kruger 60	frozen Hogei salmon	0.11
5	Kruger 60	dried Europan ice moss	0.54
5	Kruger 60	tailored silk suit	0.04
5	Kruger 60	Misato sake	0.36
5	Kruger 60	Exile Starport Champagne	0.01
5	Kruger 60	Hennessy cognac	0.02
5	Kruger 60	frozen natural ham	0.13
5	Kruger 60	longzhu sphere	0.06
5	Kruger 60	Humagen heart and lungs prosthesis	0.06
5	Kruger 60	natural periweed	0.01
5	Kruger 60	genuine leather boots	0.05
5	Kruger 60	Rowena's Weapons and Armor: Volume II	0.03
5	Kruger 60	titanium barricade	0.04
5	Kruger 60	quad titanium barricade	0.04
5	Kruger 60	helium³ reactor assembly	8.30
5	Kruger 60	pteracnium fuel rod	0.80
5	Kruger 60	weapon enhancement ROM	0.02
5	Kruger 60	Katana star cannon	0.17
5	Kruger 60	TK10 Trident cannon	0.04
5	Kruger 60	hull plate ionizer	0.01
5	Kruger 60	fast-fire laser cannon	0.01
5	Kruger 60	slam cannon	0.05
5	Kruger 60	heavy water	0.31
5	Kruger 60	visual display enhancement ROM	0.01
5	Kruger 60	decon gel	0.04
5	Kruger 60	radioactive waste	0.62
5	Kruger 60	blast plate	0.51
5	Kruger 60	Akan 30 cannon	0.02
5	Kruger 60	Akan 30 cannon shell cartridge	11.81
5	Kruger 60	hardened reactive armor	0.14
5	Kruger 60	fusion trigger	0.32
5	Kruger 60	Commonwealth military identification chip	0.01
5	Kruger 60	Commonwealth Medal of Distinction	0.01
5	Kruger 60	lancer cannon	0.02
5	Kruger 60	mark I howitzer	0.03
5	Kruger 60	laser collimator	0.01
5	Kruger 60	Yoroi S100 shield generator	0.18
5	Kruger 60	Yoroi S500 shield generator	0.17
5	Kruger 60	Yoroi MX shield generator	0.04
5	Kruger 60	Gusoku armor	1.02
5	Kruger 60	sunflare cannon	0.01
5	Kruger 60	monopole deflector screen	0.01
5	Kruger 60	Shuriken neutron blaster	0.13
5	Kruger 60	Nandao bolt cannon	0.09
5	Kruger 60	Nandao bolt cartridge	24.21
5	Kruger 60	Hanzo blaster	0.01
5	Kruger 60	mark III howitzer	0.04
5	Kruger 60	heavy meteorsteel	0.01
5	Kruger 60	ICX missile defense turret	0.03
5	Kruger 60	gem of contrition	0.01
5	Kruger 60	Gotha-10 missile	0.23
5	Kruger 60	Gotha-400 seeker	0.39
5	Kruger 60	1M/i battle auton	0.06
5	Kruger 60	omnidirectional particle cannon	0.10
5	Kruger 60	AutoSentinel®	0.06
5	Kruger 60	300D defender auton	0.02
5	Kruger 60	1M battle auton	0.02
5	Kruger 60	blue cash card	0.01
5	Kruger 60	defective auton	0.09
5	Kruger 60	hypermycin	0.02
5	Kruger 60	artificial plasma	0.15
5	Kruger 60	rejuv tank fluid	0.04
5	Kruger 60	gem of despair	0.06
5	Kruger 60	optical knowledge array	0.01
5	Kruger 60	plasma torch	0.01
5	Kruger 60	R1 deflector	0.04
5	Kruger 60	PK25 Morning Star cannon	0.02
5	Kruger 60	uranium ore	0.07
5	Kruger 60	xenotite ore	3.42
5	Kruger 60	chronimium gas	1.48
5	Kruger 60	Booster	1.20
5	Kruger 60	gram of unlicensed cancer dust	0.11
5	Kruger 60	inertialess drive	0.01
5	Kruger 60	defective weapon enhancement ROM	0.01
5	Kruger 60	omnidirectional turbolaser cannon	0.04
5	Kruger 60	heavy slam cannon	0.02
5	Kruger 60	Makayev launcher	0.06
5	Kruger 60	White Strelka missile	11.86
5	Kruger 60	Green Strelka missile	3.31
5	Kruger 60	Red Strelka missile	1.32
5	Kruger 60	Akan 30 ammunition box	0.01
5	Kruger 60	White Strelka ammunition box	0.05
5	Kruger 60	Cluster MAG ammunition box	0.02
5	Kruger 60	contaminated ammunition box	0.04
5	Kruger 60	booby-trapped ammunition box	0.02
5	Kruger 60	ion flame cannon	0.03
5	Kruger 60	CRM100 Fatboy mine	0.30
5	Kruger 60	advanced plasteel armor	0.08
5	Kruger 60	light orthosteel armor	0.01
5	Kruger 60	ceralloy armor	0.65
5	Kruger 60	heavy ceralloy armor	0.03
5	Kruger 60	advanced ceralloy armor	0.09
5	Kruger 60	light blast plate	0.68
5	Kruger 60	heavy blast plate	0.01
5	Kruger 60	ithalium ore	0.07
5	Kruger 60	Nephren P25 shield generator	0.04
5	Kruger 60	green etherium field crystal	0.01
5	Kruger 60	blue etherium field crystal	0.01
5	Kruger 60	decayed etherium field crystal	0.02
5	Kruger 60	molbidium field crystal	0.01
5	Kruger 60	ShieldPower v3.1.8 algorithm cube	0.07
5	Kruger 60	ShieldPower v1.0 algorithm cube	0.02
5	Kruger 60	ShieldEfficiency v1.2.5 algorithm cube	0.03
5	Kruger 60	particle resistance coating	0.18
5	Kruger 60	monopole dust	0.05
5	Kruger 60	ion resistance coating	0.16
5	Kruger 60	meteorsteel dust	0.03
5	Kruger 60	Icelandic salmon	0.04
5	Kruger 60	cyanavir	0.02
5	Kruger 60	Neuros personal media player	0.04
5	Kruger 60	Ringer spice	0.04
5	Kruger 60	digital wrist computer	0.03
5	Kruger 60	cerusite crystal	0.01
5	Kruger 60	neuranase	0.21
5	Kruger 60	mark V howitzer	0.02
5	Kruger 60	Nova-50 reactor	0.04
5	Kruger 60	xenotite fuel rod	0.43
5	Kruger 60	Mammoth 25MW deflector	0.15
5	Kruger 60	Mammoth 50MW deflector	0.03
5	Kruger 60	Mammoth 100MW deflector	0.03
5	Kruger 60	Ares Campaign Ribbon	0.01
5	Kruger 60	light Tharsis plate	0.07
5	Kruger 60	Ares micronuke	1.36
7	Kunlun	Heliotrope fuel cylinder	0.21
7	Kunlun	Luminous 7ame algorithm	0.02
7	Kunlun	Luminous 5care algorithm	0.36
7	Kunlun	Luminous armature	0.19
7	Kunlun	ion blaster	0.05
7	Kunlun	Luminous particle shield	0.02
7	Kunlun	Luminous ion shield	0.01
7	Kunlun	light titanium armor	0.03
7	Kunlun	heavy reactive armor	0.07
7	Kunlun	reactive armor	0.05
7	Kunlun	Duralloy armor	0.39
7	Kunlun	plasteel armor	0.26
7	Kunlun	stealth armor	0.02
7	Kunlun	carbide carapace	0.19
7	Kunlun	heavy plasteel armor	0.74
7	Kunlun	transuranic armor	0.05
7	Kunlun	laser cannon	0.01
7	Kunlun	recoilless cannon	0.01
7	Kunlun	particle beam weapon	0.11
7	Kunlun	NAMI missile launcher	0.02
7	Kunlun	KM100 Longbow missile	8.61
7	Kunlun	dual laser cannon	0.06
7	Kunlun	dual recoilless cannon	0.01
7	Kunlun	KM500 Stiletto missile	12.12
7	Kunlun	x-ray laser cannon	0.03
7	Kunlun	plasma cannon	0.01
7	Kunlun	330M mule auton	0.19
7	Kunlun	XM900 Lucifer missile	1.54
7	Kunlun	calligraphy scroll	0.01
7	Kunlun	310A aegis auton	0.26
7	Kunlun	heavy ceramic armor	0.14
7	Kunlun	kiloton cannon shell	15.16
7	Kunlun	patch spider	0.06
7	Kunlun	kiloton cannon	0.09
7	Kunlun	Scramble1.5 algorithm cube	0.89
7	Kunlun	Heisenmachines quantum CPU	0.11
7	Kunlun	titanium ore	0.04
7	Kunlun	hydrocarbons	0.94
7	Kunlun	water ice	1.45
7	Kunlun	frozen supplies	1.14
7	Kunlun	plasteel ore	0.09
7	Kunlun	spool of carbon fiber	0.02
7	Kunlun	Duralloy ore	0.29
7	Kunlun	medical supplies	0.48
7	Kunlun	pteracnium ore	31.29
7	Kunlun	uranium rod	0.10
7	Kunlun	biofactor paste	0.09
7	Kunlun	roll of hyperfiber	0.22
7	Kunlun	gold ore	0.01
7	Kunlun	platinum ore	0.25
7	Kunlun	human organ	1.42
7	Kunlun	Microsaur™	0.11
7	Kunlun	neutronium ore	0.26
7	Kunlun	omnidirectional laser cannon	0.01
7	Kunlun	class I deflector	0.01
7	Kunlun	class II deflector	0.02
7	Kunlun	class III deflector	0.05
7	Kunlun	plasma shield generator	0.07
7	Kunlun	Trenton field generator	0.02
7	Kunlun	helium³ fuel rod	29.36
7	Kunlun	ablative armor coating	0.01
7	Kunlun	degenerating nanos	0.01
7	Kunlun	organic acid	0.07
7	Kunlun	reflective armor coating	0.05
7	Kunlun	regenerating nanos	0.04
7	Kunlun	repairing nanos	0.03
7	Kunlun	armor repair paste	0.08
7	Kunlun	defective visual display ROM	0.04
7	Kunlun	autopilot ROM	0.01
7	Kunlun	system map ROM	0.03
7	Kunlun	tritium propulsion upgrade	0.01
7	Kunlun	Titan 440 fusion drive	0.20
7	Kunlun	ceramic armor	0.06
7	Kunlun	diamond lattice armor	0.56
7	Kunlun	Tempus syrette	3.63
7	Kunlun	bootleg Star Wars 3DV	0.15
7	Kunlun	Martian nori	3.89
7	Kunlun	laudanum ampule	2.42
7	Kunlun	black market identification chip	0.01
7	Kunlun	titanium armor	0.04
7	Kunlun	fragmentation missile	41.40
7	Kunlun	targeting program ROM	0.03
7	Kunlun	light plasteel armor	0.12
7	Kunlun	Rasiermesser SmartCannon	0.01
7	Kunlun	SmartCannon round	7.28
7	Kunlun	Bolide laser blaster	0.02
7	Kunlun	DK10 Arbalest cannon	0.03
7	Kunlun	cannon accelerator	0.01
7	Kunlun	heavy titanium armor	0.19
7	Kunlun	turbolaser cannon	0.03
7	Kunlun	dual particle beam weapon	0.33
7	Kunlun	Dragonfly missile system	0.01
7	Kunlun	Dragonfly missile cartridge	27.28
7	Kunlun	XMH armor	0.04
7	Kunlun	Flenser relativistic cannon	0.01
7	Kunlun	polyceramic armor	0.29
7	Kunlun	Tevlar-composite armor	0.25
7	Kunlun	small armor patch	0.11
7	Kunlun	large armor patch	0.07
7	Kunlun	MAG launcher	0.03
7	Kunlun	400 Hexagene MAG	8.40
7	Kunlun	600 Hexagene MAG	6.08
7	Kunlun	800F Hexagene MAG	38.45
7	Kunlun	ZG24 Cluster MAG	15.13
7	Kunlun	3K Siege MAG	0.98
7	Kunlun	high-flux MAG	0.47
7	Kunlun	dual turbolaser cannon	0.04
7	Kunlun	dual Flenser cannon	0.07
7	Kunlun	EMP cannon	0.07
7	Kunlun	cargo hold expansion	0.01
7	Kunlun	advanced reactive armor	0.15
7	Kunlun	hardened plasteel armor	0.37
7	Kunlun	superconducting shield generator	0.12
7	Kunlun	superconducting coil	7.63
7	Kunlun	solar panel array	0.01
7	Kunlun	smuggler's cargo hold	0.02
7	Kunlun	heavy recoilless cannon	0.01
7	Kunlun	double titanium barricade	0.01
7	Kunlun	grade B grains	0.03
7	Kunlun	Stimuzine muscle-enhancers	0.02
7	Kunlun	frozen beef cylinders	0.04
7	Kunlun	Kennebec Salmonite	0.13
7	Kunlun	Charles River sparkling water	0.06
7	Kunlun	grade A grains	0.19
7	Kunlun	Martian Merlot	0.03
7	Kunlun	frozen synthetic chicken	0.28
7	Kunlun	Red Nebula beer	0.18
7	Kunlun	Eridani mineral water	0.10
7	Kunlun	photocotton	0.06
7	Kunlun	Australian Chardonnay	0.03
7	Kunlun	Europan Ice vodka	1.85
7	Kunlun	frozen megathere meat	0.08
7	Kunlun	neolinen business suit	0.01
7	Kunlun	palladium ore	0.09
7	Kunlun	Centauri rice	0.21
7	Kunlun	Kobe spring water	0.16
7	Kunlun	Bombay Sapphire gin	0.04
7	Kunlun	California Cabernet Sauvignon	0.11
7	Kunlun	Terran eggs	0.30
7	Kunlun	frozen Hogei salmon	0.34
7	Kunlun	dried Europan ice moss	7.53
7	Kunlun	tailored silk suit	0.02
7	Kunlun	Misato sake	0.92
7	Kunlun	Exile Starport Champagne	0.11
7	Kunlun	Hennessy cognac	0.11
7	Kunlun	frozen natural ham	0.61
7	Kunlun	longzhu sphere	0.82
7	Kunlun	Qianlong archcannon	0.07
7	Kunlun	Humagen heart and lungs prosthesis	0.06
7	Kunlun	natural periweed	0.28
7	Kunlun	genuine leather boots	0.34
7	Kunlun	Rowena's Weapons and Armor: Volume I	0.01
7	Kunlun	Rowena's Weapons and Armor: Volume II	0.03
7	Kunlun	Rowena's Weapons and Armor: Volume III	0.13
7	Kunlun	titanium barricade	0.06
7	Kunlun	quad titanium barricade	0.06
7	Kunlun	helium³ reactor assembly	83.34
7	Kunlun	pteracnium fuel rod	27.78
7	Kunlun	weapon enhancement ROM	0.04
7	Kunlun	Katana star cannon	0.09
7	Kunlun	hull plate ionizer	0.01
7	Kunlun	fast-fire laser cannon	0.03
7	Kunlun	AK15 Partisan cannon	0.01
7	Kunlun	slam cannon	0.07
7	Kunlun	patcher arm	0.02
7	Kunlun	heavy water	0.45
7	Kunlun	visual display enhancement ROM	0.03
7	Kunlun	radioactive waste	0.13
7	Kunlun	blast plate	1.06
7	Kunlun	Akan 30 cannon	0.20
7	Kunlun	Akan 30 cannon shell cartridge	816.84
7	Kunlun	hardened reactive armor	0.32
7	Kunlun	fusion trigger	0.23
7	Kunlun	Commonwealth Medal of Distinction	0.06
7	Kunlun	Commonwealth Medal of Honor	0.01
7	Kunlun	lancer cannon	0.09
7	Kunlun	mark I howitzer	0.14
7	Kunlun	laser collimator	0.01
7	Kunlun	Yoroi S100 shield generator	0.08
7	Kunlun	Yoroi S500 shield generator	0.05
7	Kunlun	Yoroi MX shield generator	0.02
7	Kunlun	Gusoku armor	0.37
7	Kunlun	sunflare cannon	0.02
7	Kunlun	monopole deflector screen	0.01
7	Kunlun	Shuriken neutron blaster	0.09
7	Kunlun	Nandao bolt cannon	0.08
7	Kunlun	Nandao bolt cartridge	88.81
7	Kunlun	Akan 600 turret	0.01
7	Kunlun	Hanzo blaster	0.09
7	Kunlun	mark III howitzer	0.28
7	Kunlun	TeV 9 blaster	0.07
7	Kunlun	light meteorsteel	0.04
7	Kunlun	heavy meteorsteel	0.12
7	Kunlun	ICX missile defense turret	0.12
7	Kunlun	worldship armor plate	0.01
7	Kunlun	gem of contrition	0.20
7	Kunlun	Rasiermesser launcher	0.02
7	Kunlun	Gotha-10 missile	9.07
7	Kunlun	Gotha-400 seeker	5.84
7	Kunlun	P120 Hexphase armor	0.05
7	Kunlun	P210 Hexphase armor	0.04
7	Kunlun	1M/i battle auton	0.11
7	Kunlun	transpace jumpdrive	0.06
7	Kunlun	omnidirectional particle cannon	0.11
7	Kunlun	AutoSentinel®	0.37
7	Kunlun	300D defender auton	0.16
7	Kunlun	1M battle auton	0.15
7	Kunlun	blue cash card	0.02
7	Kunlun	gold cash card	0.02
7	Kunlun	platinum cash card	0.03
7	Kunlun	defective auton	0.55
7	Kunlun	hypermycin	2.48
7	Kunlun	artificial plasma	0.88
7	Kunlun	rejuv tank fluid	1.84
7	Kunlun	gem of despair	0.15
7	Kunlun	optical knowledge array	0.26
7	Kunlun	plasma torch	0.22
7	Kunlun	R1 deflector	0.03
7	Kunlun	R5 deflector	0.01
7	Kunlun	PK25 Morning Star cannon	0.01
7	Kunlun	uranium ore	0.01
7	Kunlun	cobalt-thorium ore	0.05
7	Kunlun	xenotite ore	46.06
7	Kunlun	chronimium gas	24.60
7	Kunlun	vessel of boson condensate	0.17
7	Kunlun	quantum vacuum	0.02
7	Kunlun	hadron archeolith	0.18
7	Kunlun	Booster	1.83
7	Kunlun	gram of unlicensed cancer dust	1.82
7	Kunlun	Nova-100 reactor	0.08
7	Kunlun	SN2500 reactor	0.01
7	Kunlun	inertialess drive	0.10
7	Kunlun	dual TeV 9 blaster	0.04
7	Kunlun	death cube	0.03
7	Kunlun	thermo cannon	0.08
7	Kunlun	thermo cannon shell cartridge	13.02
7	Kunlun	omnidirectional turbolaser cannon	0.02
7	Kunlun	omnidirectional TeV 9 blaster	0.01
7	Kunlun	omnidirectional thermo cannon	0.01
7	Kunlun	omnidirectional ion blaster	0.01
7	Kunlun	heavy slam cannon	0.08
7	Kunlun	Makayev launcher	0.21
7	Kunlun	White Strelka missile	10.48
7	Kunlun	Green Strelka missile	14.29
7	Kunlun	Red Strelka missile	5.14
7	Kunlun	Black Strelka missile	2.71
7	Kunlun	Akan 30 ammunition box	0.01
7	Kunlun	White Strelka ammunition box	0.20
7	Kunlun	Cluster MAG ammunition box	0.57
7	Kunlun	thermo cannon ammunition box	0.05
7	Kunlun	Red Strelka ammunition box	0.04
7	Kunlun	contaminated ammunition box	0.11
7	Kunlun	Contraband ammunition box	0.01
7	Kunlun	booby-trapped ammunition box	0.14
7	Kunlun	Koshiba-500 reactor	0.01
7	Kunlun	Kytryn launcher	0.10
7	Kunlun	ion flame cannon	0.03
7	Kunlun	heavy ion blaster	0.03
7	Kunlun	tritium cannon	0.05
7	Kunlun	advanced tritium cannon	0.03
7	Kunlun	Fusionfire howitzer	0.04
7	Kunlun	NAMI mine launcher	0.03
7	Kunlun	CRM100 Fatboy mine	0.71
7	Kunlun	CRM500 Running Man mine	2.36
7	Kunlun	advanced plasteel armor	0.17
7	Kunlun	light orthosteel armor	0.40
7	Kunlun	orthosteel armor	0.63
7	Kunlun	heavy orthosteel armor	0.02
7	Kunlun	ceralloy armor	0.87
7	Kunlun	heavy ceralloy armor	0.23
7	Kunlun	advanced ceralloy armor	0.96
7	Kunlun	quadrocarbide armor	1.10
7	Kunlun	hexacarbide armor	3.49
7	Kunlun	octocarbide armor	1.03
7	Kunlun	light blast plate	0.49
7	Kunlun	heavy blast plate	0.52
7	Kunlun	light ithalium armor	0.10
7	Kunlun	ithalium armor	0.08
7	Kunlun	orthosteel ore	0.39
7	Kunlun	ithalium ore	0.33
7	Kunlun	Nephren P25 shield generator	0.12
7	Kunlun	Nephren B700 shield generator	0.07
7	Kunlun	Nephren X1 shield generator	0.01
7	Kunlun	Taikon-10 deflector	0.40
7	Kunlun	Taikon-200 deflector	0.17
7	Kunlun	Jotun deflector	0.07
7	Kunlun	green etherium field crystal	0.12
7	Kunlun	blue etherium field crystal	0.03
7	Kunlun	yellow etherium field crystal	0.01
7	Kunlun	decayed etherium field crystal	0.08
7	Kunlun	molbidium field crystal	0.23
7	Kunlun	ShieldPower v3.1.8 algorithm cube	0.09
7	Kunlun	ShieldPower v1.0 algorithm cube	0.05
7	Kunlun	ShieldEfficiency v1.2.5 algorithm cube	0.09
7	Kunlun	particle resistance coating	0.08
7	Kunlun	anti-radiation coating	0.04
7	Kunlun	monopole dust	0.43
7	Kunlun	ion resistance coating	0.38
7	Kunlun	meteorsteel dust	0.13
7	Kunlun	dyon dust	0.01
7	Kunlun	ithalium paste	0.38
7	Kunlun	orthosteel nanos	0.38
7	Kunlun	jinn-khan	0.31
7	Kunlun	Icelandic salmon	0.22
7	Kunlun	cyanavir	0.03
7	Kunlun	human cadaver	0.01
7	Kunlun	CDM archive	0.04
7	Kunlun	Neuros personal media player	0.20
7	Kunlun	Ringer spice	0.18
7	Kunlun	cryofrozen prime beef	0.85
7	Kunlun	digital wrist computer	0.03
7	Kunlun	portable autodoc	0.11
7	Kunlun	Bariani olive oil	0.69
7	Kunlun	tetramite ore	0.89
7	Kunlun	New Coke	0.71
7	Kunlun	crystalline uranium	0.01
7	Kunlun	precision ithalium watch	0.02
7	Kunlun	jasmine pearl tea	0.26
7	Kunlun	malachite crystal	0.13
7	Kunlun	Ringer ambrosia	0.09
7	Kunlun	hyperonic ore	0.04
7	Kunlun	etherium ore	0.01
7	Kunlun	Imperial caviar	0.12
7	Kunlun	cerusite crystal	0.05
7	Kunlun	neuranase	0.48
7	Kunlun	Kytryn blaster	0.07
7	Kunlun	TM7 multitarget cannon	0.40
7	Kunlun	TM7 warhead	16.83
7	Kunlun	IM90 multitarget blaster	0.11
7	Kunlun	mark V howitzer	0.14
7	Kunlun	Nova-50 reactor	0.02
7	Kunlun	Iocrym repeller	0.03
7	Kunlun	150NX reactor	0.02
7	Kunlun	xenotite fuel rod	1.55
7	Kunlun	hadron-vacuum fuel cell	2.48
7	Kunlun	Mammoth 25MW deflector	0.12
7	Kunlun	Mammoth 50MW deflector	0.05
7	Kunlun	Mammoth 100MW deflector	0.03
7	Kunlun	military map ROM	0.02
7	Kunlun	Ares Campaign Ribbon	0.02
7	Kunlun	Ares lightning cannon	0.01
7	Kunlun	light Tharsis plate	0.42
7	Kunlun	heavy Tharsis plate	0.27
7	Kunlun	Ares micronuke	6.86
7	Kunlun	Ares archcannon	0.06
7	Kunlun	Cydonian shield generator	0.02
7	Kunlun	Ares Warhammer nuke	0.08
7	Kunlun	Iocrym veil	0.10
3	L372	Heliotrope fuel cylinder	0.25
3	L372	light titanium armor	0.21
3	L372	heavy reactive armor	0.22
3	L372	reactive armor	0.22
3	L372	plasteel armor	0.18
3	L372	heavy plasteel armor	0.11
3	L372	laser cannon	0.07
3	L372	recoilless cannon	0.04
3	L372	particle beam weapon	0.03
3	L372	NAMI missile launcher	0.06
3	L372	KM100 Longbow missile	12.09
3	L372	dual laser cannon	0.03
3	L372	dual recoilless cannon	0.03
3	L372	XM300 Reaper missile	0.21
3	L372	KM500 Stiletto missile	1.19
3	L372	x-ray laser cannon	0.01
3	L372	calligraphy scroll	0.01
3	L372	heavy ceramic armor	0.29
3	L372	kiloton cannon shell	0.28
3	L372	Heisenmachines quantum CPU	0.01
3	L372	titanium ore	0.20
3	L372	hydrocarbons	0.53
3	L372	water ice	1.56
3	L372	frozen supplies	0.23
3	L372	plasteel ore	0.14
3	L372	spool of carbon fiber	0.05
3	L372	Duralloy ore	0.25
3	L372	medical supplies	0.20
3	L372	pteracnium ore	0.53
3	L372	biofactor paste	0.04
3	L372	roll of hyperfiber	0.31
3	L372	gold ore	0.04
3	L372	platinum ore	0.02
3	L372	omnidirectional laser cannon	0.05
3	L372	class I deflector	0.03
3	L372	class II deflector	0.07
3	L372	helium³ fuel rod	24.31
3	L372	mining laser	0.01
3	L372	ablative armor coating	0.20
3	L372	carbon-weaver nanos	0.06
3	L372	degenerating nanos	0.02
3	L372	organic acid	0.02
3	L372	reflective armor coating	0.02
3	L372	regenerating nanos	0.01
3	L372	armor repair paste	0.25
3	L372	defective visual display ROM	0.02
3	L372	shield enhancement ROM	0.08
3	L372	system map ROM	0.06
3	L372	tritium propulsion upgrade	0.01
3	L372	photo-organic armor	0.04
3	L372	ceramic armor	0.12
3	L372	polymesh armor	0.03
3	L372	Tempus syrette	0.05
3	L372	bootleg Star Wars 3DV	0.08
3	L372	Martian nori	0.65
3	L372	laudanum ampule	1.28
3	L372	black market identification chip	0.01
3	L372	titanium armor	0.06
3	L372	fragmentation missile	5.78
3	L372	targeting program ROM	0.03
3	L372	light plasteel armor	0.27
3	L372	Rasiermesser SmartCannon	0.12
3	L372	SmartCannon round	58.06
3	L372	Bolide laser blaster	0.08
3	L372	DK10 Arbalest cannon	0.12
3	L372	cannon accelerator	0.04
3	L372	heavy titanium armor	0.23
3	L372	turbolaser cannon	0.05
3	L372	Dragonfly missile cartridge	4.33
3	L372	XMH armor	0.05
3	L372	Solon shield generator	0.03
3	L372	Flenser relativistic cannon	0.04
3	L372	polyceramic armor	0.90
3	L372	Tevlar-composite armor	0.24
3	L372	small armor patch	0.13
3	L372	large armor patch	0.01
3	L372	MAG launcher	0.15
3	L372	400 Hexagene MAG	39.01
3	L372	600 Hexagene MAG	31.36
3	L372	800F Hexagene MAG	17.42
3	L372	dual Flenser cannon	0.01
3	L372	actinide waste cannon	0.04
3	L372	cargo hold expansion	0.03
3	L372	advanced reactive armor	0.11
3	L372	hardened plasteel armor	0.11
3	L372	solar armor	0.12
3	L372	superconducting shield generator	0.01
3	L372	solar panel array	0.01
3	L372	smuggler's cargo hold	0.02
3	L372	heavy recoilless cannon	0.10
3	L372	double titanium barricade	0.16
3	L372	grade B grains	0.53
3	L372	white rice	0.25
3	L372	Stimuzine muscle-enhancers	0.04
3	L372	frozen beef cylinders	0.04
3	L372	Kennebec Salmonite	0.06
3	L372	Charles River sparkling water	0.04
3	L372	grade A grains	0.68
3	L372	neolinen	0.04
3	L372	frozen synthetic chicken	0.14
3	L372	Red Nebula beer	0.12
3	L372	Eridani mineral water	0.07
3	L372	photocotton	0.04
3	L372	Australian Chardonnay	0.05
3	L372	Europan Ice vodka	0.24
3	L372	frozen megathere meat	0.22
3	L372	neolinen business suit	0.02
3	L372	palladium ore	0.22
3	L372	Centauri rice	0.37
3	L372	Kobe spring water	0.01
3	L372	Bombay Sapphire gin	0.03
3	L372	Terran eggs	0.07
3	L372	frozen Hogei salmon	0.26
3	L372	dried Europan ice moss	0.78
3	L372	Rowena's Weapons and Armor: Volume I	0.04
3	L372	Rowena's Weapons and Armor: Volume II	0.01
3	L372	titanium barricade	0.17
3	L372	quad titanium barricade	0.07
3	L372	helium³ reactor assembly	1.71
3	L372	weapon enhancement ROM	0.02
3	L372	TK10 Trident cannon	0.09
3	L372	hull plate ionizer	0.05
3	L372	fast-fire laser cannon	0.01
3	L372	AK15 Partisan cannon	0.03
3	L372	laser cannon array	0.04
3	L372	slam cannon	0.01
3	L372	patcher arm	0.01
3	L372	heavy water	0.22
3	L372	visual display enhancement ROM	0.03
3	L372	decon gel	0.11
3	L372	radioactive waste	0.09
3	L372	blast plate	0.13
3	L372	Akan 30 cannon	0.09
3	L372	Akan 30 cannon shell cartridge	71.46
3	L372	hardened reactive armor	0.13
3	L372	DM600 missile rack	0.06
3	L372	light recoilless cannon	0.03
3	L372	fusion trigger	0.13
